title_id,title,genre,authors,weekdays,length,subscriber,rating,views,likes,status,daily_pass,synopsis
6209,Fallen to Paradise,Romance,"BY, YoonJu, Wonderdream",MONDAY,52,310439,9.47,10400000,1000000,ONGOING,False,"Ange, the daughter of Duke Glaster, believes her life is all planned out as she is set to marry Philip Cardiner, the rightful heir to the throne. However, her plans are disrupted when Philip's brother, William Cardiner, schemes against him and removes him from the line of succession. In order to secure his power, William forces Ange to marry Aiden Fitzroy, an illegitimate child born between the emperor and a commoner. Will Ange learn to love the humble stranger she was forced to marry?"
6220,The Gardener in a Hunter World,Fantasy,"Tomozo, GITAE CHON, Sliber",MONDAY,48,251502,9.42,7900000,922164,ONGOING,False,"Jiha is living a relatively quiet life, gathering resources after raids and selling potions from his general store as a worker-class hunter. Little did he know, taking a nap on top of an ancient text would completely change his life. He is transported to a magical forest, where he gathers rare ingredients to create never-before-seen potions and meets mythical creatures that help him on his adventures. Soon, he starts to build up his abilities to become a skilled alchemist, and high-level hunters start to see him in a different light. How will Jiha make use of his newly acquired skills?"
5443,As If Love Doesn't Exist,Romance,"Hae-dam Kim, Yun-jo Kim, carbo (Hyo-won Do)",MONDAY,75,290902,8.07,14300000,1200000,ONGOING,False,"Siyeon had the rug pulled out from under her when she realized that everything in her life was a lie-- her parents are not her real parents, her fiance not really her fiance, and her cousin Eunhye is actually the birth daughter of this household. Siyeon is resigned to her misfortunes until Eunhye reveals to Siyeon that all of this was planned and orchestrated.
Swallowing her tears of anguish, Siyeon makes a fateful wish that brings her 10 years into the past where she may be able to change everything... or can she?"
5811,Ten Ways to Get Dumped by a Tyrant,Fantasy,"danmyeong, mapzzil, Seo Gwijo",MONDAY,71,498560,9.29,24400000,2200000,ONGOING,False,"Scarlett Arman is no ordinary lady, not just because she’s engaged to the emperor. Newly reincarnated as a character in a fantasy novel, Scarlett knows she is supposed to die a horrible death at the hands of her fiancé, Charleon Kalior. Determined to escape her fate, Scarlett decides to make Charleon break off the engagement... But why does he keep wanting to spend time with her?!"
5956,Weapon Creator,Action,"Cookie poet, Borem",MONDAY,51,259756,9.17,9800000,777251,ONGOING,False,"Here, try this sword. Junseo Shin is a master weapon creator doing menial jobs to keep a low profile in a world teeming with monster dungeons. But his habit of lending weapons to those in need exposes him to mega guilds and covert figures out to kill budding heroes from his past life. Can Junseo craft his way out of trouble and uncover the conspiracy that followed him to this life?"
7132,The Laws of Cultivation,Action,"AETHON, KrazeKode, Kisai Entertainment, Sauerkraut, Laurel Pursuit",MONDAY,14,108246,8.93,1200000,123723,ONGOING,False,"Lu Jie woke up in a world filled with scheming sects, arrogant young masters, and the mad chase for the immortal heavens. He wanted none of it. But his plan to escape the sect is interrupted by an old Alchemist's pills that heal him within moments—a magical cure. These medicines ignite the flame of curiosity to learn true magic in him, rekindling his love of discovery. Lu Jie sets out to study the immutable truths hidden within the world, and soon finds an all-new path of cultivation that could take him to the very top.

Art by Kisai Entertainment"
5551,I Stole the First Ranker's Soul,Fantasy,"LEE JUNG, EUDAM, Liquor AshTree",MONDAY,83,213358,9.71,11000000,1300000,ONGOING,False,"Moa Son, an ordinary office worker, wakes up in a dungeon in the middle of the night and awakens as a collecting hunter. After barely making it out alive, she falls into the same dungeon but gets rescued by the first-ranked hunter, Jihan Seo, and becomes bound up with him. Now he’s offering to make her strong on this one condition -- ""Promise me you will do your best to kill the bosses of all the dungeons that exist in the world.” Come again?"
7403,Game Master,Fantasy,"hibnkuma, Akaogi seki",MONDAY,9,64716,9.03,516863,47398,ONGOING,False,"""Gamemaster,"" a high school streamer, dedicated his life to beating the supposedly unbeatable game ""Hero's Destiny."" Finally succeeding after ten years, the realization that he's wasted his life is short-lived, as the game asks him to keep playing—only for him to wake up inside the game after he agrees, in the body of Callix Szcecin, the meek young son of a count. Together with Lyla, the maid and assassin hired by his stepmother who failed to kill him, Russel, the loyal knight, and Kraut, a young knight with much potential, Callix must survive the game again, in person."
7401,Hero of All Trades,Action,"KyuYoung, White Eagle",MONDAY,5,53362,9.08,253855,21493,ONGOING,False,"Gang-in Na wakes up in the year 2024 in the middle of South Korea with no memory of where or who he is.

Upon hearing a voice that sounds strangely familiar, he comes face to face with a robot named ACE (Autonomous Combat Entity), who informs him that he was once part of the Earth Federation Forces in the year 2082 and possesses a wide array of skills.

Gang-in decides to join forces with ACE to recover his lost memories and adapt to life on Earth, but the two look to be in for a bumpy ride."
7366,Absolute Reign,Action,"sidae, Y.H.JANG",MONDAY,9,61730,9.64,456914,43826,ONGOING,False,"Twenty years have passed since the Great War, but petty theft and exploitation have taken root during times of peace. The once dazzling world of Murim is a mere shadow of its former self, but one young enigmatic swordsman has sworn to restore Jianghu to its former glory. Will the noble principles of justice and loyalty prevail over corruption and greed?"
7406,Transference,Romance,Hyang-yu,MONDAY,8,72603,9.45,471830,47732,ONGOING,False,"Su-a, a college freshman in Creative Writing, struggles to understand and express her emotions, leaving her isolated from those around her. When she meets Taeyang, a second-year Sports Coaching student who can sense emotions through touch, their unexpected connection sparks a journey of discovery. Paired for a class assignment that involves a ""date,"" their bond deepens.
This is a story about a man who feels too much and a woman who feels too little, and their journey toward emotional growth."
6945,The Barbarian of Seoul Station,Action,"LICO, Jin Seol woo",MONDAY,17,65915,8.86,1000000,93928,ONGOING,False,"Cheoldu, a barbarian raised on Earth, lives a mundane life with his best friend Jintae. But when he sees an alien creature from his planet on the news, everything changes. Thrown into an apocalyptic challenge, Cheoldu and Jintae must adjust their lives in Nova, a savage world filled with goblins and ogres. Will the two conquer Nova’s perils and uncover the secrets that could change Earth’s fate? An epic tale of friendship, survival, and untamed adventure awaits."
7392,My Girlfriend is the Man!,Romance,massstar,MONDAY,9,39000,7.08,438120,43127,ONGOING,False,"Yunjae Park thought his relationship with his girlfriend, Ji-eun, was perfect--until one shocking morning changed everything. Ji-eun has mysteriously transformed into a man overnight! Can the two adjust to this sudden and earth-shattering change? And will Ji-eun ever turn back to who she once was?!"
7133,Little Hollow Café,Slice of life,"Vivian Ha, Sam_le_fou",MONDAY,13,91228,9.31,775519,124163,ONGOING,False,"When Mimi moves from the big city to quaint Little Hollow to take over her grandmother’s café, she expects a sleepy, quiet town… but nobody warned her about the fae lurking around every corner! While it’s every bit as cozy as her grandmother described it, it is also full of magic, secrets, and ridiculously cute people. Can Mimi uncover the magical secrets hidden within Little Hollow? And will she be able to pay rent at the end of the month?"
6201,It's Just Business,Romance,"youngha, gongsa",MONDAY,53,310065,9.47,8800000,875440,ONGOING,False,"“A love life? Give me a break.” A complete non-believer when it comes to romance, Eunho is focused on climbing the ladder at work. Smart with excellent social skills to boot, both her bosses and clients love her. But when a new hire suddenly appears in front of her and an old first love start to shake things up again, she can’t help but waver."
372,Wind Breaker,Sports,Yongseok Jo,MONDAY,523,2200000,9.92,572500000,25000000,ONGOING,False,"Jay's the perfect student. He's got straight As and he's the student body president. But after being coerced into joining the school's biking team, the Hummingbird Crew, he discovers a whole new world outside of studying. What new adventures will he face outside the comfort of his textbooks?"
6671,Dark Mermaid,Fantasy,DDOGAK,MONDAY,31,113487,9.7,2500000,333699,ONGOING,False,"She just wants to start fresh so she can graduate in peace. She just wants to leave behind all the bad memories - her sleepwalking, the trauma from being bullied at school - all of it. She did everything she could to keep to herself, but the class president, Hae-on, just won't leave her alone. One day, when Seulbi visits the local lake Hae-on recommended, she comes across something she never imagined seeing in her wildest dreams: a wild, dark mermaid.
This series contains themes regarding bullying that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."
5549,Becoming the Monarch,Fantasy,"2631, doip, SOULPUNG",MONDAY,81,130745,9.56,6200000,596688,ONGOING,False,"When Chris, a one-armed mercenary with considerable experience and skills, swallows an artifact after an unlikely encounter with a savage looter, he finds himself back in the past as a 15-year-old lowly foot soldier... with both his arms. This time, he will not let his life take an unfortunate turn. This time, he will not let his friends die in vain. This time, he will use his knowledge and reach for the sky."
6991,To Die or To Fall In Love,Romance,HONEYB,MONDAY,17,91660,8.14,1200000,106423,ONGOING,False,"Isabella Woodville has always lived in her sister’s shadow, but her life takes a dark turn when she witnesses a murder at a masquerade ball. Targeted by a masked serial killer after receiving the notorious black invitation, she’s kidnapped and brought to a cursed estate. The twisted wager? Fall in love with him within 15 days, and she dies. Resist, and she survives. Caught in a deadly game of love and survival, Isabella must navigate the line between reality and the seductive fantasy she’s been thrown into."
6747,My Stepdaughter is a Bunny,Fantasy,"Karin Park, Sisse",MONDAY,31,126858,8.67,3000000,317059,ONGOING,False,"Gloria wakes to find that she has become the infamous evil stepmother of a cute little werebunny?! She has mysteriously entered a fantastical world of knights and werebeasts, but not as its main character. Now, she must prove that she is not the terrible person everyone thinks she is. It won’t be easy, but she has help. The World Tree’s butterfly guardians will aid her in winning the trust of her new husband and stepdaughter."
6887,My Girlfriend,Thriller,Park_ci,MONDAY,23,114969,9.47,2500000,192062,ONGOING,False,"One day, Jio is horrified to witness his girlfriend, Miho, devouring human flesh. How could this be happening? He's struggling to understand the events that transpired when Miho killed his close buddy. Jio flees in panic, only to run into his friend—whom he was sure was dead—still alive. Jio grapples with doubt, struggling to maintain his grip on sanity. Is Miho really the monster, or is everything just a horrible nightmare?"
6743,Skool of Street,Sports,Slanket,MONDAY,28,101867,9.69,1900000,222421,ONGOING,False,"DJ, drop the beat! When 18-year-old K-pop stan Suhyeon gets his heart broken, he turns to his actual true love, girl group sensation MainTainA–especially his bias, the group’s main dancer, Hailey. Leaving his bittersweet first relationship behind to transfer to Seoul, Suhyeon finds not only a spitting image of his bias in the school dance club member Hye-eun, who is supposedly Hailey’s younger sister, but also a new love in the most unexpected of places: the art of street dance! While helping Hye-eun overcome her stage fright, Suhyeon finds there may be more to life than love!"
5973,Mage and Mimic,Comedy,Feathermage,"MON,",88,95202,9.54,4600000,617310,ONGOING,False,"Muir the Mimic is tired of living her life in a dungeon. She wants to see the world and explore, and Rowan the Mage might just be her ticket out. But things are rarely that simple. When her goal is in reach a wicked curse tosses a wrench in things. But together maybe the Mage and the Mimic can find a way to have it all!"
5203,Heart Acres,Romance,"EA Denich, Colleen Coover, Paul Tobin",MONDAY,29,65372,8.89,1300000,167014,ONGOING,False,"Ben Crews has been kicked around by life one too many times. So when his grandmother offers him a place at her fancy estate, Heart Acres, he jumps on the opportunity to live a life of luxury. Imagine his surprise when he finds out the estate is crumbling, and he's been hired to fix it! And the twists don't stop coming when he finds out he has some unexpected hot and haunted roommates who seem a little too excited to have a cute guy around..."
7236,The Regressor Only Protects Me,Action,"MIDO, Joo Jinhong, Choe Wonjoon",MONDAY,12,62284,8.94,532437,55329,ONGOING,False,"“Let the Survival Game Begin!”Designated as a disruptive species in the universe’s ecology,
humanity must now participate in the ‘league’ under the watchful eye of the universal administrators. 
Jaehui Jin, sent back in time during the final stage of the game, arrives at one conclusion -
only Sion Kang has the power to lead humanity to victory."
6019,Mono and Mochi,Comedy,omumoo,"MON,",119,122183,9.73,7100000,1000000,ONGOING,False,"Having a cat is a huge responsibility, especially if that cat is Mochi! Mochi is chaotic, unpredictable, and hard to control--but at the end of the day, Mono wouldn't trade him for the world."
6330,Wail of a Dragon's Rage,Fantasy,"jordan, gegegek",MONDAY,44,105201,9.62,2200000,193598,ONGOING,False,"Ananta, a descendant of one of the First Six Incarnates, can transform into an unstoppable brawling dragon whenever anything stands in his way. And it's a power he'll need in his quest to exact revenge against the Wings Incarnate, a power-hungry deceiver that resembles a heavenly angel only in appearance."
4845,Love Cycle,Romance,QIN*,MONDAY,45,160825,9.31,4000000,367915,ONGOING,False,"Alicia's love life is perfect in her fantasy journal, but in reality she's desperate to get her crush's attention in school. When her journal leads her to a popular upperclassman, she gains an unexpected wingman—who only has more strings to pull as feelings start to unravel in everyone around them. After all, is love ever as simple as fairytales make it seem?"
5836,Elegant Desire,Drama,Kim Jong Geon,MONDAY,65,176220,6.69,8300000,378045,ONGOING,False,What’s the chance of running into your first love again after twelve years? This is exactly what happens to Solhui after attending her frenemy’s bridal shower. What’s more? Her first love is having an affair with a married woman. But that’s not all. She meets him and the woman again when she starts a viola lesson with a new student.
6302,My Comeback as the Youngest Member,Drama,"mattgom, Kang seoul",MONDAY,45,109910,9.62,2900000,356312,ONGOING,False,"After being disqualified from the famous boy group survival reality show Stardust Project, Seohan finds himself stuck in a mundane life of part-time work, unable to achieve his dreams of debuting. But then, an unexpected twist of fate catapults him eight years back in time, just before the inception of the show. Now equipped with years of experience, Seohan is determined to rewrite his story and fulfill his dreams with this second chance. With the many challenges and dark sides of the music industry, will he finally succeed in debuting as a member of a boy band this time?"
3335,Daily JoJo,Romance,Donggeon Lee,MONDAY,151,182810,9.76,14900000,2600000,ONGOING,False,"Eunjo is an ordinary office worker who lives by the personal mantra, “There’s always tomorrow!” She’s lazy, messy, and clueless when it comes to looking presentable. Her colleague Wan Jo is the polar opposite. He’s religious about self-care, and particular about his carefully constructed image. But they both have something in common: they’re constantly at war with their past and future selves."
6469,Hiding Out in an Apocalypse,Action,"ROAD WARRIOR, Double_S, DD",MONDAY,40,95080,9.43,2100000,196370,ONGOING,False,"Gyu Park is a survivor who predicted and prepared for the coming apocalypse. In this ruined world, he is willing to do anything and everything he can to protect the comforts of his bomb shelter."
4447,Karsearin: Adventures of a Red Dragon,Fantasy,"YKB, WM, jg52",MONDAY,139,203122,9.28,10800000,1200000,ONGOING,False,"Meet Karsearin, AKA Arin, the first-ever dragon to run away from home! One day, Arin uses Polymorph magic to transform himself into a human and embarks on an adventure to the human world. But the human world is treacherous. Join in his adventure as he gets chased by orcs, gets sold away, and even becomes a princess!"
7355,Dear Summer Sky,Romance,SOJANG,MONDAY,12,65941,9.29,532587,48137,ONGOING,False,"Gihu, a high schooler with a passion for photographing the sky, dreams of entering a photography contest. However, the contest requires a portrait photo, which he’s terrible at. He enlists the help of Haneul, a mysterious new transfer student who accidentally appears in one of Gihu’s sky photos. Despite his struggles, he finds himself wanting to take more photos of her. As they prepare for the school festival, Gihu becomes more intrigued by Haneul, while she, initially misjudging him, helps him out of guilt after realizing she underestimated his abilities.


This series contains themes regarding bullying that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."
6667,The Gwichon Village Mystery,Thriller,"Daehan LEE, YELLOW_SHEEP",MONDAY,34,130786,9.7,2400000,234590,ONGOING,False,"Mumyeong Heo’s grandmother passed away years ago.
But when he visits her home to spend some time in the quiet countryside, he notices that someone kept it clean all this time.
His new neighbors aren’t exactly thrilled by his visit. In fact, most of them don’t want him around.
But that’s when his nasty neighbors go missing one by one… for better or worse."
7354,The Princess and the Boss,Comedy,YOEN,MONDAY,10,33031,9.41,300873,39560,ONGOING,False,"Juyeong Nam, the boss of a multinational corporation, has been doing his best to defy the fate of a super-rich male lead, only to be swept off his feet by a princess falling from the sky! Will he succeed in returning this princess, with her strange hair color and even stranger personality, to her world safely?"
6536,Powerless,Action,"chikinmu, D-Boom",MONDAY,35,66611,9.39,1400000,126836,ONGOING,False,"It’s time! Introducing, in the “powerless” corner, the former undisputed MMA champion Gwangho Hwang, with a professional record of 49:1 and a reputation for all kinds of dirty tactics, returning fresh from a supposed ‘permanent’ suspension. And in the “powered” corner… well, folks, let’s just say it’s a murderer’s row of deadly opponents with an array of special abilities. Welcome to the octagon, the ultimate showdown between a league of enhanced super-fighters going up against Gwangho’s brawn and his manager Seyeon’s brains! The bell rings for Round 1. Touch gloves, and face the pain! Here… we… go!"
1797,Midnight Rain,Drama,Pani,MONDAY,139,383297,9.03,19000000,2000000,ONGOING,False,"For work purposes, Noemi's family settled in the estate of one of the wealthiest families in the country. There she meets Blade, the hot-headed prince, and Soren, the illegitimate son. Enjoying simple days of innocence and love, Noemi's happy life quickly shatters into complete darkness. After tragedy, jealousy and betrayal, what will be waiting for Blade, Soren, and Noemi at the end of the road? Will love be able to save them?"
6051,Surviving a Harem,Fantasy,Jeonboon,MONDAY,58,112278,9.45,2800000,368292,ONGOING,False,"Jun Yu, a WBA lightweight champion, gets dumped by his girlfriend, then gets hit by a car… and wakes up in a dating simulation game as Yujun Russell, the adopted DAUGHTER of a noble family! The game tells Jun that he can be reincarnated, but only after playing to win over the love of his target characters. Determined to see his ex-girlfriend again, he eagerly accepts the challenge. Will Jun be successful in winning the hearts of his suitors, and manage to return to the world he came from?"
5181,Surviving a Fantasy Adventure Comic,Fantasy,"Marucomics, Jinoh",MONDAY,100,63326,9.23,2700000,309106,ONGOING,False,"When the author of Hero Lee’s favorite comic, Adventure King, starts killing off major characters and wraps it up with a huge letdown of an ending, he sells every book in disappointment. Right then, Hero receives a strange text from the author himself that all characters must endeavor to survive, and those who don't do not deserve a place in the story. After being asked if he would like to try it for himself, Hero wakes up inside the comic as Background Villain #3. Will he be able to survive the story and see it to the end?"
5893,The Outcast is a Fighter,Action,"kim ggulbal, Almond bread",MONDAY,64,64788,7.33,1800000,121186,ONGOING,False,"Mugyeol Cha, a high-school student, is consistently bullied by a group of delinquents at school. Elsewhere, Mugyeol, a mixed martial artist, has been set up to be left paralyzed and meets his demise. Two different lives are at their ends, but somehow, they both end up living on in the same body. Will they succeed in finding justice, and climb their way back up to achieve their dreams?"
5892,Wedding Strategy,Romance,YOOLMOO,MONDAY,60,101024,9.55,2300000,287896,ONGOING,False,"Haru has a secret. She has the ability to go back to a fixed point in time every time she gets married. One moment, Haru is standing at the altar. But suddenly, she’s back on the subway on her way to work. But this secret of hers turns out to be not so secret after all. Oneul, who has the same ability, meets her and tells her that she and Oneul are both players in a dating simulation game. Will they be able to see the game to its end by getting married to their main storyline characters and escape from the time loop?"
4697,Reality Quest,Action,"Joowoon Lee, Taesung",MONDAY,5,325976,9.17,15000000,1300000,ONGOING,True,"Dowan Ha is a bullied gamer, whose bullies force him to grind to obtain in-game items for them. After one such bully demands that Dowan obtain an impossibly rare item for him or be beaten in front of the prettiest girl in school, Dowan games day and night for a week until he drops dead from exhaustion. However, as soon as he dies, he respawns back in his classroom one week before his death. Everything is the same as it was before, except now he has all the skills he’s acquired from the games he’s played in real life! Will Dowan be able to use his newfound abilities and gamified existence to defeat his bullies?"
6920,Angel Wings,Drama,"Brandon Chen, Comipa",MONDAY,17,58747,9.37,455369,57322,ONGOING,False,"Angels ferry the good souls to Heaven. Devils ferry the bad souls to Hell. That is how the afterlife is written. Evangeline was born a Devil, but has always dreamed of becoming an Angel and helping souls live a beautiful afterlife. When she encounters Tatrasiel, an Angel curious of Hell, she proposes the impossible: switching lives to see how the other lives! But they'll soon discover Heaven and Hell isn't quite what either of them expected!"
5894,The World of Dating,Romance,Yullo,MONDAY,65,97781,8.89,2200000,238075,ONGOING,False,"The series contains themes regarding excessive alcohol consumption that may not be suitable for all readers. Viewer discretion is advised. The day Se-ul declares that she will stay single, three attractive men suddenly decide to pop into her life all at once. A man who matches her ideal type, a childhood friend she’s known for twenty years, and a man who checks off all the right boxes. Will Se-ul be able to hold firm to her declaration of staying single?"
83,Kubera,Fantasy,Currygom,MONDAY,651,259279,9.7,57100000,4400000,ONGOING,False,"When Kubera loses her entire village on her 16th birthday, her salvation comes in the form of the magician, Asha. Together they journey through a world of Gods and Suras, magicians and pure-bloods. Intent on solving the mystery behind her past, Kubera may also hold the key to changing the world."
6853,Banhyang: The Remote Island,Horror,PIGGY,MONDAY,23,27151,9.08,261085,24238,ONGOING,False,"Sehim’s field trip to Banhyang Island takes an ominous turn when a fierce storm leaves everyone stranded. As three students inexplicably vanish amidst the storm, Sehim and his friends scramble to find out why. But, their desperate efforts only seem to drag them deeper into the island’s sinister secrets— every revelation intensifying the chilling forces lurking on the island, their chances of leaving the island seem uncertain by the day."
